Analyst 21,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 22,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 23,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 24,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 25,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 26,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 27,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 28,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 29,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 30,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 31,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 32,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 33,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 34,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 35,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 36,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 37,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 38,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 39,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 40,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments
11,T21-3WXK ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34901,24/8/2018,,,11,T22-ILEE ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,30148,28/8/2018,,,11,T23-SCES ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,30467,20/8/2018,,,11,T24-8A0V ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,35964,30/8/2018,,,11,T25-MIS9 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,32786,5/9/2018,,,11,T26-LZ7V ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,30489,30/8/2018,,,11,T27-6UCD ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,29795,3/9/2018,,,11,T28-1TTC ,Amoxicillin,Amoxicillin,Suspicious,,,K,,34365,8/9/2018,,,11,T29-AHJY ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34180,31/8/2018,,,11,T30-0JEU ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34372,22/8/2018,,,11,T31-CZRF ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,31804,27/8/2018,,,11,T32-5RMF ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34744,22/8/2018,,,11,T33-5V78 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,32102,21/9/2018,,,11,T34-XNYZ ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34582,20/9/2018,,,11,T35-ZKC3 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,30245,19/8/2018,,,11,T36-R6C3 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34643,16/8/2018,,,11,T37-F0AR ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34624,2/9/2018,,,11,T38-3BN0 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,32630,15/9/2018,,,11,T39-6NL7 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,32677,20/9/2018,,,11,T40-6JAZ ,Amoxicillin,Amoxicillin,Suspicious,,F,,,32451,19/9/2018,
12,T21-GKAP ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,31682,10/8/2018,,,12,T22-3O9X ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,30145,29/8/2018,,,12,T23-0JVM ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,32020,1/9/2018,,,12,T24-ZQXL ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34057,31/8/2018,,,12,T25-WKIX ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,32788,5/9/2018,,,12,T26-JRZJ ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34335,15/8/2018,,,12,T27-1MD5 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,35856,15/9/2018,,,12,T28-T5R9 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,35269,7/9/2018,,,12,T29-KPMQ ,Amoxicillin,Amoxicillin,Suspicious,B,F,,,34189,31/8/2018,,,12,T30-2IPS ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34083,23/9/2018,,,12,T31-1Z5W ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,35050,12/9/2018,,,12,T32-IOT4 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,36230,10/9/2018,,,12,T33-HA6Q ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,33783,21/8/2018,,,12,T34-0CAF ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34576,20/9/2018,,,12,T35-TMZ9 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,35574,19/8/2018,,,12,T36-6LUJ ,Amoxicillin,Amoxicillin,Suspicious,,,K,,32013,20/9/2018,,,12,T37-EKP7 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34631,2/9/2018,,,12,T38-NF6W ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,32631,15/9/2018,,,12,T39-W1O2 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,32673,20/9/2018,,,12,T40-CIUI ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34985,19/8/2018,
13,T21-F2ZX ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,33190,19/9/2018,,,13,T22-Z4WZ ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,32236,19/8/2018,,,13,T23-4XAP ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,33633,23/8/2018,,,13,T24-LXF7 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34064,31/8/2018,,,13,T25-M806 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,32789,5/9/2018,,,13,T26-I64I ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34346,15/8/2018,,,13,T27-BFPG ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,30056,21/8/2018,,,13,T28-4HTJ ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,32299,12/8/2018,,,13,T29-71EF ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34222,21/8/2018,,,13,T30-HGWV ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34100,23/9/2018,,,13,T31-XCVI ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,32087,27/8/2018,,,13,T32-PYAQ ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34297,10/9/2018,,,13,T33-YZWN ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34721,20/9/2018,,,13,T34-TIJP ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,33804,16/8/2018,,,13,T35-JLVL ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,31985,10/9/2018,,,13,T36-F92L ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,33840,5/9/2018,,,13,T37-FREG ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,33618,18/8/2018,,,13,T38-WDMC ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34617,4/9/2018,,,13,T39-8VST ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,35426,13/9/2018,,,13,T40-Y5X6 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,32453,19/9/2018,
14,T21-M83K ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,31683,10/8/2018,,,14,T22-ANIB ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,35243,10/8/2018,,,14,T23-9DZ9 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34249,11/8/2018,,,14,T24-NC51 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,35960,30/8/2018,,,14,T25-MQQF ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,32478,9/9/2018,,,14,T26-OMQZ ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,35323,14/8/2018,,,14,T27-ZQRW ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,36303,4/9/2018,,,14,T28-CD5Z ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,35303,5/9/2018,,,14,T29-KQ74 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,31779,12/9/2018,,,14,T30-4FNG ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34381,22/8/2018,,,14,T31-TNBV ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,32086,27/8/2018,,,14,T32-SW4L ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,36225,10/9/2018,,,14,T33-GD6A ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34757,20/9/2018,,,14,T34-JLHV ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34582,20/9/2018,,,14,T35-KE5G ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,35585,19/8/2018,,,14,T36-EO8H ,Amoxicillin,Amoxicillin,Suspicious,,,K,,32010,22/9/2018,,,14,T37-B7LR ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,33612,18/8/2018,,,14,T38-L112 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,35465,15/8/2018,,,14,T39-WAV5 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,35258,13/9/2018,,,14,T40-PYFU ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,35075,4/9/2018,
15,T21-0X2U ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,31748,10/8/2018,,,15,T22-OKT5 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,32237,19/8/2018,,,15,T23-IR70 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,32974,12/8/2018,,,15,T24-ZKWL ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34065,31/8/2018,,,15,T25-QUS6 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,32473,9/9/2018,,,15,T26-SQH2 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,32957,17/8/2018,,,15,T27-SG7M ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,29793,3/9/2018,,,15,T28-F44P ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34366,8/9/2018,,,15,T29-38XF ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34167,31/8/2018,,,15,T30-PT0T ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34380,22/8/2018,,,15,T31-PFET ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,35182,12/9/2018,,,15,T32-0C95 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34745,22/8/2018,,,15,T33-X08G ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34769,20/9/2018,,,15,T34-SER2 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,33805,16/8/2018,,,15,T35-HIR2 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,31932,10/9/2018,,,15,T36-WIO9 ,Amoxicillin,Amoxicillin,Suspicious,,,K,,31998,22/9/2018,,,15,T37-6KPJ ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34280,8/9/2018,,,15,T38-HK00 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,30171,15/9/2018,,,15,T39-0GU7 ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,32672,20/9/2018,,,15,T40-42CC ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,34976,19/8/2018,
16,T21-2NQR ,Amoxicillin,Lactose,Suspicious,B,F,K,,31746,10/8/2018,,,16,T22-PLJO ,Amoxicillin,Starch,Suspicious,B,F,K,,34271,8/9/2018,,,16,T23-A769 ,Amoxicillin,Lactose,Suspicious,B,F,K,,30103,10/8/2018,,,16,T24-Q12T ,Amoxicillin,Paracetamol Starch,Suspicious,B,F,K,Yes,35961,30/8/2018,,,16,T25-3QSN ,Amoxicillin,Lactose,Suspicious,B,F,K,,32515,5/9/2018,,,16,T26-N9MG ,Amoxicillin,Paracetamol Starch,Suspicious,B,F,K,Yes,34329,17/8/2018,,,16,T27-WZPO ,Amoxicillin,Lactose,Suspicious,B,F,K,,29805,3/9/2018,,,16,T28-CYDH ,Amoxicillin,Paracetamol Starch,Suspicious,B,F,K,Yes,35264,7/9/2018,,,16,T29-V7US ,Amoxicillin,Lactose,Suspicious,B,F,K,,34166,31/8/2018,,,16,T30-K7SV ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,34082,23/9/2018,,,16,T31-8ZSN ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,35713,17/8/2018,,,16,T32-PP2W ,Amoxicillin,Paracetamol Starch,Suspicious,B,F,K,,34751,22/8/2018,,,16,T33-TXX2 ,Amoxicillin,Lactose,Suspicious,B,F,K,,33768,21/8/2018,,,16,T34-6KY5 ,Amoxicillin,Paracetamol Starch,Suspicious,B,F,K,Yes,34540,5/9/2018,,,16,T35-Q8Z9 ,Amoxicillin,Lactose,Suspicious,B,F,K,,36259,30/8/2018,,,16,T36-4U1M ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,33677,23/9/2018,,,16,T37-AKAI ,Amoxicillin,Lactose,Suspicious,B,F,K,,34477,18/8/2018,,,16,T38-5PVQ ,Amoxicillin,Paracetamol Starch,Suspicious,B,F,K,Yes,34620,4/9/2018,,,16,T39-R1NW ,Amoxicillin,Lactose,Suspicious,B,F,K,,35427,13/9/2018,,,16,T40-S4H9 ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,35073,4/9/2018,
17,T21-0GN8 ,Amoxicillin,Lactose,Suspicious,B,F,K,,35219,9/8/2018,,,17,T22-LKJS ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,30158,30/8/2018,,,17,T23-BHTM ,Amoxicillin,Lactose,Suspicious,B,F,K,,34243,11/8/2018,,,17,T24-WFC6 ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,35637,30/8/2018,,,17,T25-Q7MO ,Amoxicillin,Lactose,Suspicious,B,F,K,,32472,9/9/2018,,,17,T26-UXIB ,Amoxicillin,Lactose,Suspicious,B,F,K,,31775,9/9/2018,,,17,T27-QDTC ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,35865,16/9/2018,,,17,T28-YEDM ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,35273,7/9/2018,,,17,T29-QH6Y ,Amoxicillin,Lactose,Suspicious,B,F,,,34175,3/9/2018,,,17,T30-JKEI ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,34428,23/9/2018,,,17,T31-W73W ,Amoxicillin,Amoxicillin,Amoxicillin,,,,,35717,18/8/2018,,,17,T32-OT77 ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,35115,10/9/2018,,,17,T33-YGIJ ,Amoxicillin,Lactose,Suspicious,B,F,,,34636,20/9/2018,,,17,T34-JEKS ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,34486,5/9/2018,,,17,T35-AK3V ,Amoxicillin,Lactose,Suspicious,B,F,K,,31990,10/9/2018,,,17,T36-BVL5 ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,34647,16/8/2018,,,17,T37-UUEA ,Amoxicillin,Lactose,Suspicious,B,F,K,,33620,18/8/2018,,,17,T38-HN5O ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,32813,15/9/2018,,,17,T39-3JPB ,Amoxicillin,Lactose,Suspicious,B,F,K,,32569,11/8/2018,,,17,T40-QIMZ ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,32495,19/9/2018,
18,T21-USWO ,Amoxicillin,Lactose,Suspicious,B,F,K,,33200,19/9/2018,,,18,T22-96TP ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,34257,8/9/2018,,,18,T23-XCU7 ,Amoxicillin,Lactose,Suspicious,B,F,,,32026,1/9/2018,,,18,T24-BLPZ ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,34075,31/8/2018,,,18,T25-88NM ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,32476,9/9/2018,,,18,T26-EKSW ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,30499,30/8/2018,,,18,T27-630D ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,31742,21/8/2018,,,18,T28-CBGR ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,35268,7/9/2018,,,18,T29-U1ZB ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,34174,3/9/2018,,,18,T30-9HVL ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,34097,23/9/2018,,,18,T31-BI04 ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,31802,27/8/2018,,,18,T32-9MZZ ,Amoxicillin,Starch,Suspicious,B,F,,Yes,36228,10/9/2018,,,18,T33-JZTB ,Amoxicillin,Lactose,Suspicious,B,F,K,,34756,20/9/2018,,,18,T34-87MA ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,34580,20/9/2018,,,18,T35-6TFK ,Amoxicillin,Lactose,Suspicious,B,F,K,,30312,20/8/2018,,,18,T36-M62F ,Amoxicillin,Cellulose,Suspicious,B,F,K,,33647,20/9/2018,,,18,T37-CRG2 ,Amoxicillin,Lactose,Suspicious,B,F,K,,33613,18/8/2018,,,18,T38-U212 ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,35470,4/9/2018,,,18,T39-DQ1V ,Amoxicillin,Lactose,Suspicious,B,F,K,,32518,11/8/2018,,,18,T40-M883 ,Amoxicillin,Paracetamol Starch,Suspicious,B,F,K,,34878,19/8/2018,
19,T21-14JT ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,33762,24/8/2018,,,19,T22-F0F3 ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,29948,1/9/2018,,,19,T23-XW4B ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,31692,2/9/2018,,,19,T24-CSGI ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,34074,31/8/2018,,,19,T25-70T5 ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,32787,5/9/2018,,,19,T26-YJ52 ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,35308,14/8/2018,,,19,T27-Y5IF ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,31945,21/8/2018,,,19,T28-DHUW ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,35270,7/9/2018,,,19,T29-WKBJ ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,34224,21/8/2018,,,19,T30-PBRO ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,34099,23/9/2018,,,19,T31-13L1 ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,31800,27/8/2018,,,19,T32-9PWF ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,35112,10/9/2018,,,19,T33-Z3AE ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,34726,20/9/2018,,,19,T34-D0DM ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,34542,5/9/2018,,,19,T35-3G8B ,Amoxicillin,Lactose,Suspicious,B,F,K,,32640,13/9/2018,,,19,T36-A0E0 ,Amoxicillin,Lactose,Suspicious,B,F,K,,34650,17/8/2018,,,19,T37-6D5L ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,34287,8/9/2018,,,19,T38-A52M ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,32815,15/9/2018,,,19,T39-ODXM ,Amoxicillin,Lactose,Suspicious,B,F,K,,32568,11/8/2018,,,19,T40-F8CC ,Amoxicillin,Lactose,Suspicious,B,F,K,,32493,19/9/2018,
20,T21-OI32 ,Amoxicillin,Vitamin C,Suspicious,B,F,,,35357,10/8/2018,,,20,T22-FEUX ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,29951,2/9/2018,,,20,T23-TQIX ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,34253,13/8/2018,,,20,T24-BU17 ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,35541,30/8/2018,,,20,T25-HGTG ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,32899,9/9/2018,,,20,T26-YUPK ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,30496,30/8/2018,,,20,T27-LNJW ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,31944,21/8/2018,,,20,T28-H23F ,Amoxicillin,Lactose,Suspicious,B,F,K,,35493,12/8/2018,,,20,T29-3ZOA ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,34172,3/9/2018,,,20,T30-7NCY ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,31680,5/9/2018,,,20,T31-B2YZ ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,35176,12/9/2018,,,20,T32-MFTZ ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,36231,10/9/2018,,,20,T33-E75V ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,32102,21/9/2018,,,20,T34-ZMDG ,Amoxicillin,Lactose,Suspicious,B,F,K,,34577,20/9/2018,,,20,T35-SU9S ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,35589,19/8/2018,,,20,T36-CE2D ,Amoxicillin,Lactose,Suspicious,B,F,K,,33849,4/9/2018,,,20,T37-5AIS ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,34286,8/9/2018,,,20,T38-TMXO ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,30173,15/9/2018,,,20,T39-EBJO ,Amoxicillin,Lactose,Suspicious,B,F,K,,32583,11/8/2018,,,20,T40-PGWA ,Amoxicillin,Lactose,Suspicious,B,F,K,,35079,4/9/2018,
21,T21-P76J ,Amoxicillin,Vitamin C,Suspicious,B,F,,,31714,13/8/2018,,,21,T22-O51K ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,35242,8/8/2018,,,21,T23-LDVX ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,30469,16/8/2018,,,21,T24-CPFN ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,35542,30/8/2018,,,21,T25-QZJI ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,31886,14/8/2018,,,21,T26-6NZP ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,32578,3/9/2018,,,21,T27-Y9D0 ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,31741,21/8/2018,,,21,T28-YN2R ,Amoxicillin,Cellulose,Suspicious,B,F,K,,35291,7/9/2018,,,21,T29-VD2E ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,34173,3/9/2018,,,21,T30-4CRX ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,30606,5/9/2018,,,21,T31-RV0Z ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,31801,27/8/2018,,,21,T32-ZAQZ ,Amoxicillin,Cellulose,Suspicious,B,F,,,36211,10/9/2018,,,21,T33-GETE ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,34840,9/9/2018,,,21,T34-T5IF ,Amoxicillin,Lactose,Suspicious,B,F,K,,33757,16/8/2018,,,21,T35-6TZ8 ,Amoxicillin,Cellulose,Suspicious,B,F,K,,30325,21/8/2018,,,21,T36-JE1E ,Amoxicillin,Lactose,Suspicious,B,F,K,,33859,4/9/2018,,,21,T37-Y1G3 ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,34386,2/9/2018,,,21,T38-NZCZ ,Amoxicillin,Lactose,Suspicious,B,F,K,,32629,15/9/2018,,,21,T39-L4GT ,Amoxicillin,Paracetamol Starch,Suspicious,B,F,K,Yes,32571,11/8/2018,,,21,T40-MG13 ,Amoxicillin,Lactose,Suspicious,B,F,K,,35078,4/9/2018,
22,T21-9ACE ,Amoxicillin,Vitamin C,Suspicious,B,F,,,33202,19/9/2018,,,22,T22-V87D ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,34256,8/9/2018,,,22,T23-KZB2 ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,34246,20/8/2018,,,22,T24-0F7J ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,34068,31/8/2018,,,22,T25-HBTX ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,31809,14/8/2018,,,22,T26-8LIS ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,32527,2/9/2018,,,22,T27-JVCM ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,29721,17/9/2018,,,22,T28-PKGM ,Amoxicillin,Cellulose,Suspicious,B,F,K,,35194,7/9/2018,,,22,T29-ESOD ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,34225,21/8/2018,,,22,T30-EJG7 ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,30607,5/9/2018,,,22,T31-938C ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,30411,17/8/2018,,,22,T32-TUK2 ,Amoxicillin,Lactose,Suspicious,B,F,K,,36224,10/9/2018,,,22,T33-DE1O ,Amoxicillin,Vitamin C,Suspicious,B,F,K,,33770,21/8/2018,,,22,T34-LWVB ,Amoxicillin,Cellulose,Suspicious,B,F,K,,34484,5/9/2018,,,22,T35-XQDQ ,Amoxicillin,Cellulose,Suspicious,B,F,K,,30253,21/8/2018,,,22,T36-DLLW ,Amoxicillin,Lactose,Suspicious,B,F,K,,33852,4/9/2018,,,22,T37-AS3S ,Amoxicillin,Starch,Suspicious,B,F,K,Yes,34625,2/9/2018,,,22,T38-8MHK ,Amoxicillin,Lactose,Suspicious,B,F,K,,35468,15/8/2018,,,22,T39-TM90 ,Amoxicillin,Cellulose,Suspicious,B,F,K,,32695,20/9/2018,,,22,T40-X824 ,Amoxicillin,Lactose,Suspicious,B,F,K,,34873,19/8/2018,
